0.000000000000000000e+00,9.125152230262756348e-01,0.000000000000000000e+00,6.363061815500259399e-02,8.386334180831909180e-01,-2.572162076830863953e-02,-6.163750588893890381e-02,8.249448537826538086e-01,-2.309620007872581482e-02,4.988786764442920685e-03,1.040536165237426758e+00,-2.495654299855232239e-02,2.589946389198303223e-01,4.943512678146362305e-01,-2.344186976552009583e-02,-2.138712853193283081e-01,4.864042401313781738e-01,5.071136355400085449e-02,-1.272354647517204285e-02,1.174596190452575684e+00,2.091461606323719025e-02,3.281410336494445801e-01,1.143393144011497498e-01,-1.909804940223693848e-01,-3.494789600372314453e-01,1.103759258985519409e-01,-4.965337365865707397e-02,-2.098011970520019531e-02,1.222379803657531738e+00,2.674845419824123383e-02,3.706262111663818359e-01,3.006860241293907166e-02,-9.301277995109558105e-02,-4.076204895973205566e-01,5.931849777698516846e-02,7.001037150621414185e-02,-5.938596650958061218e-02,1.434838175773620605e+00,3.915273025631904602e-02,3.734814748167991638e-02,1.346503973007202148e+00,4.227396100759506226e-02,-1.178930997848510742e-01,1.329070925712585449e+00,2.040680684149265289e-02,-5.903312936425209045e-02,1.528849601745605469e+00,9.626935422420501709e-02,1.640680134296417236e-01,1.405851364135742188e+00,1.684774085879325867e-02,-2.087229192256927490e-01,1.382243394851684570e+00,-1.768461428582668304e-02,3.650557994842529297e-01,1.297036528587341309e+00,-3.984316438436508179e-02,-4.237368404865264893e-01,1.451780557632446289e+00,-1.752248853445053101e-01,5.228163599967956543e-01,1.122465968132019043e+00,-5.247373878955841064e-02,-5.922612547874450684e-01,1.592586398124694824e+00,-3.466111421585083008e-01,5.535815358161926270e-01,1.056881785392761230e+00,-6.257693469524383545e-02,-9.143239259719848633e-01,1.753643751144409180e+00,-6.682364940643310547e-01
1.589258573949337006e-02,9.149855971336364746e-01,3.505261149257421494e-03,7.145665585994720459e-02,8.376797437667846680e-01,-3.080362267792224884e-02,-4.625780880451202393e-02,8.301823139190673828e-01,-1.875002123415470123e-02,1.878577843308448792e-02,1.041080117225646973e+00,-1.784460432827472687e-02,2.599555253982543945e-01,5.097679495811462402e-01,-6.615114957094192505e-02,-1.928254812955856323e-01,4.936081767082214355e-01,6.214332580566406250e-02,1.395964249968528748e-02,1.179493069648742676e+00,3.084287606179714203e-02,3.183103203773498535e-01,1.111011430621147156e-01,-2.559383213520050049e-01,-3.614356219768524170e-01,1.227228716015815735e-01,-3.525426611304283142e-02,5.153433419764041901e-03,1.218400120735168457e+00,4.419446736574172974e-02,3.760435283184051514e-01,2.765765041112899780e-02,-1.602729558944702148e-01,-4.123437404632568359e-01,6.261487305164337158e-02,9.536355733871459961e-02,-4.440108686685562134e-02,1.442038893699645996e+00,5.176827311515808105e-02,5.290962010622024536e-02,1.344806075096130371e+00,5.020130425691604614e-02,-9.798555076122283936e-02,1.323011636734008789e+00,4.183107614517211914e-02,-3.648249059915542603e-02,1.521487474441528320e+00,1.151035875082015991e-01,1.701516509056091309e-01,1.423416614532470703e+00,2.143928967416286469e-02,-1.942862719297409058e-01,1.385925173759460449e+00,8.907787501811981201e-03,3.674530386924743652e-01,1.308573603630065918e+00,-5.245710164308547974e-02,-4.065632522106170654e-01,1.442958474159240723e+00,-1.650213450193405151e-01,5.256536602973937988e-01,1.107659578323364258e+00,-5.290761590003967285e-02,-6.081553101539611816e-01,1.575539112091064453e+00,-3.400124311447143555e-01,5.683362483978271484e-01,1.019743323326110840e+00,-8.125757426023483276e-02,-1.019155740737915039e+00,1.834657192230224609e+00,-7.224574089050292969e-01
3.748653084039688110e-02,9.427462220191955566e-01,7.115585729479789734e-03,8.994396030902862549e-02,8.585026264190673828e-01,-2.552715875208377838e-02,-2.899112552404403687e-02,8.551235795021057129e-01,-1.099745742976665497e-02,4.749874770641326904e-02,1.063133955001831055e+00,-1.641714759171009064e-02,2.481232583522796631e-01,5.303619503974914551e-01,-5.560806393623352051e-02,-1.978963911533355713e-01,5.059229731559753418e-01,5.145020782947540283e-02,4.887786880135536194e-02,1.204907059669494629e+00,3.122082538902759552e-02,3.055748045444488525e-01,1.429078876972198486e-01,-2.354962229728698730e-01,-3.522846102714538574e-01,1.292461454868316650e-01,-2.286125533282756805e-02,3.943024203181266785e-02,1.250460386276245117e+00,4.213979095220565796e-02,3.571977019309997559e-01,5.076060444116592407e-02,-1.340504139661788940e-01,-3.883174359798431396e-01,8.268038183450698853e-02,1.014019101858139038e-01,-1.107230037450790405e-02,1.470166087150573730e+00,5.715861171483993530e-02,9.059396386146545410e-02,1.375071763992309570e+00,5.002045631408691406e-02,-6.224521994590759277e-02,1.351269602775573730e+00,4.307083040475845337e-02,-1.246075704693794250e-02,1.555302739143371582e+00,1.140205264091491699e-01,2.013507187366485596e-01,1.449661731719970703e+00,2.375597693026065826e-02,-1.604364812374114990e-01,1.411882400512695312e+00,1.496598310768604279e-02,4.037608504295349121e-01,1.327438592910766602e+00,-4.356759786605834961e-02,-4.047608077526092529e-01,1.465061664581298828e+00,-1.193761229515075684e-01,5.479295849800109863e-01,1.136066913604736328e+00,-1.628294028341770172e-02,-5.911736488342285156e-01,1.607462882995605469e+00,-2.733950018882751465e-01,5.777763128280639648e-01,1.048907876014709473e+00,-4.392787069082260132e-02,-9.950916767120361328e-01,1.855619192123413086e+00,-6.092739105224609375e-01
5.865848809480667114e-02,9.605522751808166504e-01,1.063245534896850586e-02,1.106780469417572021e-01,8.795895576477050781e-01,-2.629012987017631531e-02,-1.120543479919433594e-02,8.728653192520141602e-01,-5.231238901615142822e-03,6.977945566177368164e-02,1.084460020065307617e+00,-1.186500675976276398e-02,2.532484829425811768e-01,5.406080484390258789e-01,-8.270714432001113892e-02,-1.836398541927337646e-01,5.270264148712158203e-01,4.237800091505050659e-02,7.573605328798294067e-02,1.227761983871459961e+00,2.814560197293758392e-02,3.090049028396606445e-01,1.371775269508361816e-01,-2.658638656139373779e-01,-3.490251302719116211e-01,1.446746140718460083e-01,-1.085202023386955261e-02,6.802303344011306763e-02,1.271671175956726074e+00,4.030743241310119629e-02,3.646619319915771484e-01,5.660770088434219360e-02,-1.654831767082214355e-01,-3.914821743965148926e-01,9.829460084438323975e-02,1.177661418914794922e-01,1.419595256447792053e-02,1.491698145866394043e+00,4.742336273193359375e-02,1.154693588614463806e-01,1.400749921798706055e+00,4.871999472379684448e-02,-3.378294408321380615e-02,1.370687127113342285e+00,3.575675562024116516e-02,1.556229591369628906e-02,1.570049881935119629e+00,1.136609688401222229e-01,2.190630733966827393e-01,1.475416898727416992e+00,2.679988928139209747e-02,-1.315281093120574951e-01,1.430016040802001953e+00,1.039812341332435608e-02,4.152542054653167725e-01,1.335534930229187012e+00,-3.947662562131881714e-02,-3.790892958641052246e-01,1.465524435043334961e+00,-1.143964231014251709e-01,5.462511777877807617e-01,1.135430335998535156e+00,1.775331795215606689e-02,-5.776087045669555664e-01,1.636597037315368652e+00,-2.224271297454833984e-01,5.686413049697875977e-01,1.046954154968261719e+00,6.437480449676513672e-03,-9.701766967773437500e-01,1.912301182746887207e+00,-4.611025452613830566e-01
7.854064553976058960e-02,9.737029671669006348e-01,1.064438372850418091e-02,1.284839510917663574e-01,8.921151757240295410e-01,-2.611802518367767334e-02,7.700838148593902588e-03,8.892321586608886719e-01,-4.910243675112724304e-03,9.282295405864715576e-02,1.101412653923034668e+00,-1.501694135367870331e-02,2.593571841716766357e-01,5.552378892898559570e-01,-8.900894224643707275e-02,-1.718103289604187012e-01,5.402231812477111816e-01,3.151995316147804260e-02,1.010720431804656982e-01,1.246789693832397461e+00,1.726363226771354675e-02,3.186078667640686035e-01,1.396801620721817017e-01,-2.656239569187164307e-01,-3.410688936710357666e-01,1.511799693107604980e-01,2.845071256160736084e-03,9.430167078971862793e-02,1.290192008018493652e+00,2.512056194245815277e-02,3.756543993949890137e-01,6.257458031177520752e-02,-1.656173169612884521e-01,-3.815314471721649170e-01,1.080653667449951172e-01,1.351419389247894287e-01,3.634286299347877502e-02,1.512171864509582520e+00,2.736556157469749451e-02,1.376246213912963867e-01,1.421056509017944336e+00,3.076195530593395233e-02,-7.883198559284210205e-03,1.392729401588439941e+00,1.853430271148681641e-02,3.936374187469482422e-02,1.591460227966308594e+00,9.073125571012496948e-02,2.370957434177398682e-01,1.497933268547058105e+00,7.177114486694335938e-03,-1.081319227814674377e-01,1.449934720993041992e+00,-2.644998952746391296e-03,4.209504127502441406e-01,1.338807821273803711e+00,-4.909459128975868225e-02,-3.590221703052520752e-01,1.471081733703613281e+00,-8.042831718921661377e-02,5.279813408851623535e-01,1.130352735519409180e+00,5.364237725734710693e-02,-5.447484850883483887e-01,1.669244170188903809e+00,-1.489915251731872559e-01,5.424010157585144043e-01,1.033280968666076660e+00,6.343533843755722046e-02,-9.192750453948974609e-01,1.993783712387084961e+00,-3.114444613456726074e-01
9.626159071922302246e-02,9.860737323760986328e-01,7.007659412920475006e-03,1.448422670364379883e-01,9.024105072021484375e-01,-3.021704778075218201e-02,2.482759952545166016e-02,8.976083993911743164e-01,-3.567180596292018890e-03,1.109681278467178345e-01,1.113385200500488281e+00,-2.199682965874671936e-02,2.658268213272094727e-01,5.579673647880554199e-01,-9.012665599584579468e-02,-1.556883454322814941e-01,5.507800579071044922e-01,2.652780711650848389e-02,1.217259541153907776e-01,1.262790322303771973e+00,2.658360637724399567e-03,3.222703635692596436e-01,1.376187205314636230e-01,-2.610335052013397217e-01,-3.289048075675964355e-01,1.607095301151275635e-01,1.886349171400070190e-02,1.156334578990936279e-01,1.309621214866638184e+00,9.460274130105972290e-03,3.819840848445892334e-01,5.915838479995727539e-02,-1.624780297279357910e-01,-3.699882328510284424e-01,1.162346005439758301e-01,1.533945202827453613e-01,5.834459513425827026e-02,1.528311610221862793e+00,1.489522960036993027e-02,1.585762500762939453e-01,1.438070178031921387e+00,8.094340562820434570e-03,1.378378272056579590e-02,1.409609079360961914e+00,1.046546921133995056e-02,6.269752979278564453e-02,1.609282135963439941e+00,7.400852441787719727e-02,2.542517483234405518e-01,1.518859028816223145e+00,-2.061231806874275208e-02,-8.857291936874389648e-02,1.467656970024108887e+00,-5.263379774987697601e-03,4.302088618278503418e-01,1.339251995086669922e+00,-5.806701630353927612e-02,-3.439919054508209229e-01,1.482045888900756836e+00,-3.171267360448837280e-02,5.110846757888793945e-01,1.133636713027954102e+00,8.329179883003234863e-02,-5.036669969558715820e-01,1.700474619865417480e+00,-5.857248604297637939e-02,5.199574828147888184e-01,1.041927218437194824e+00,1.154229566454887390e-01,-8.340120315551757812e-01,2.073683023452758789e+00,-1.311388611793518066e-01
1.137111932039260864e-01,1.000053763389587402e+00,-1.909511629492044449e-04,1.605246067047119141e-01,9.142205119132995605e-01,-3.561547398567199707e-02,4.128701984882354736e-02,9.128471612930297852e-01,-5.022845230996608734e-03,1.273571848869323730e-01,1.125514030456542969e+00,-3.384792804718017578e-02,2.778720259666442871e-01,5.620811581611633301e-01,-8.952543139457702637e-02,-1.420728713274002075e-01,5.646983981132507324e-01,2.461721003055572510e-02,1.428327113389968872e-01,1.278585910797119141e+00,-1.851361244916915894e-02,3.273904323577880859e-01,1.414845138788223267e-01,-2.460073530673980713e-01,-3.137898445129394531e-01,1.724901199340820312e-01,2.970838546752929688e-02,1.376864910125732422e-01,1.321746110916137695e+00,-1.438727974891662598e-02,3.902809023857116699e-01,6.422829627990722656e-02,-1.466604620218276978e-01,-3.508496284484863281e-01,1.316189467906951904e-01,1.649312525987625122e-01,8.237849175930023193e-02,1.541251182556152344e+00,-3.668516641482710838e-03,1.809387803077697754e-01,1.451039910316467285e+00,-1.747649721801280975e-02,3.706817328929901123e-02,1.423869132995605469e+00,-6.165429949760437012e-03,8.931550383567810059e-02,1.620604515075683594e+00,5.439003184437751770e-02,2.757560610771179199e-01,1.528981208801269531e+00,-4.796341061592102051e-02,-6.701906025409698486e-02,1.481776475906372070e+00,-1.017795130610466003e-02,4.438807368278503418e-01,1.337224364280700684e+00,-6.554355472326278687e-02,-3.183540105819702148e-01,1.484627246856689453e+00,2.566798031330108643e-02,4.918858408927917480e-01,1.143205881118774414e+00,1.196846142411231995e-01,-4.385664463043212891e-01,1.724588632583618164e+00,3.051998466253280640e-02,4.962882995605468750e-01,1.056855916976928711e+00,1.717718541622161865e-01,-6.973798871040344238e-01,2.140033483505249023e+00,3.771967440843582153e-02
1.291939318180084229e-01,1.011544346809387207e+00,-1.112295873463153839e-02,1.764431297779083252e-01,9.242020845413208008e-01,-4.413060843944549561e-02,5.607420206069946289e-02,9.242522120475769043e-01,-1.268642675131559372e-02,1.413858383893966675e-01,1.136545777320861816e+00,-4.889100790023803711e-02,2.835971117019653320e-01,5.665562748908996582e-01,-8.585852384567260742e-02,-1.223050653934478760e-01,5.769980549812316895e-01,1.918744854629039764e-02,1.582635343074798584e-01,1.288415551185607910e+00,-4.138123244047164917e-02,3.240299820899963379e-01,1.471728682518005371e-01,-2.252669483423233032e-01,-2.854879498481750488e-01,1.857973337173461914e-01,2.742715366184711456e-02,1.551886945962905884e-01,1.336114406585693359e+00,-3.887965530157089233e-02,3.912321925163269043e-01,7.323291152715682983e-02,-1.250346451997756958e-01,-3.199673593044281006e-01,1.424954533576965332e-01,1.634179800748825073e-01,1.002005636692047119e-01,1.552548527717590332e+00,-2.111554704606533051e-02,2.008199393749237061e-01,1.460664272308349609e+00,-4.057977348566055298e-02,5.210810899734497070e-02,1.438578248023986816e+00,-2.463365532457828522e-02,1.139180660247802734e-01,1.634431362152099609e+00,4.069630056619644165e-02,2.987557947635650635e-01,1.535861968994140625e+00,-7.506670057773590088e-02,-5.578683316707611084e-02,1.499072909355163574e+00,-1.927911676466464996e-02,4.579613804817199707e-01,1.330269932746887207e+00,-7.384401559829711914e-02,-2.915211319923400879e-01,1.491418361663818359e+00,7.348988205194473267e-02,4.765135049819946289e-01,1.155094504356384277e+00,1.401215493679046631e-01,-3.492861390113830566e-01,1.744334697723388672e+00,1.105762571096420288e-01,4.735730290412902832e-01,1.073875904083251953e+00,2.054441124200820923e-01,-5.077530145645141602e-01,2.163391590118408203e+00,1.988174021244049072e-01
1.423826068639755249e-01,1.021774053573608398e+00,-2.343934588134288788e-02,1.900892555713653564e-01,9.340737462043762207e-01,-5.403067916631698608e-02,6.973268091678619385e-02,9.341326951980590820e-01,-1.945484615862369537e-02,1.508066356182098389e-01,1.145844697952270508e+00,-6.578113883733749390e-02,2.888405919075012207e-01,5.618338584899902344e-01,-8.832194656133651733e-02,-9.853936731815338135e-02,5.813602209091186523e-01,1.843050681054592133e-02,1.678687781095504761e-01,1.301073193550109863e+00,-6.518913805484771729e-02,3.154839277267456055e-01,1.422495841979980469e-01,-2.105713486671447754e-01,-2.567976713180541992e-01,1.923602819442749023e-01,2.295509539544582367e-02,1.648845672607421875e-01,1.345458865165710449e+00,-6.223177164793014526e-02,3.838192820549011230e-01,7.071246206760406494e-02,-1.139320880174636841e-01,-2.856260538101196289e-01,1.483842432498931885e-01,1.596249341964721680e-01,1.215692907571792603e-01,1.563203215599060059e+00,-3.520034998655319214e-02,2.181665003299713135e-01,1.468069314956665039e+00,-6.012122333049774170e-02,6.433734297752380371e-02,1.450595259666442871e+00,-3.848584741353988647e-02,1.380170732736587524e-01,1.640118360519409180e+00,3.177145123481750488e-02,3.234685063362121582e-01,1.536212325096130371e+00,-9.063241630792617798e-02,-4.458126425743103027e-02,1.510043978691101074e+00,-2.473183162510395050e-02,4.768946170806884766e-01,1.322769999504089355e+00,-7.510809600353240967e-02,-2.526821494102478027e-01,1.495266556739807129e+00,1.171237230300903320e-01,4.578219652175903320e-01,1.171777725219726562e+00,1.586391627788543701e-01,-2.462278455495834351e-01,1.746810793876647949e+00,1.754399538040161133e-01,4.485203027725219727e-01,1.100119948387145996e+00,2.294887900352478027e-01,-2.753331661224365234e-01,2.164504289627075195e+00,3.262922167778015137e-01
1.527621448040008545e-01,1.030047178268432617e+00,-3.451791778206825256e-02,2.037798464298248291e-01,9.404239654541015625e-01,-6.286188215017318726e-02,8.048512041568756104e-02,9.409697651863098145e-01,-2.743799611926078796e-02,1.587940007448196411e-01,1.151733994483947754e+00,-7.955482602119445801e-02,2.957246899604797363e-01,5.667712092399597168e-01,-8.572556078433990479e-02,-8.272197842597961426e-02,5.870990157127380371e-01,1.768796518445014954e-02,1.697693169116973877e-01,1.303837776184082031e+00,-8.430594205856323242e-02,3.154909312725067139e-01,1.450694203376770020e-01,-1.984931230545043945e-01,-2.291078567504882812e-01,1.948714107275009155e-01,2.323513478040695190e-02,1.674296706914901733e-01,1.350607872009277344e+00,-8.261327445507049561e-02,3.920039832592010498e-01,7.171922922134399414e-02,-1.008908897638320923e-01,-2.530075609683990479e-01,1.512537002563476562e-01,1.638190299272537231e-01,1.360706388950347900e-01,1.567632198333740234e+00,-5.165823549032211304e-02,2.289484888315200806e-01,1.468422651290893555e+00,-7.937966287136077881e-02,7.304484397172927856e-02,1.458431720733642578e+00,-5.717030912637710571e-02,1.618243902921676636e-01,1.644283294677734375e+00,1.857266202569007874e-02,3.427973687648773193e-01,1.528096675872802734e+00,-1.040870398283004761e-01,-3.256171941757202148e-02,1.519650220870971680e+00,-3.300178423523902893e-02,4.908280372619628906e-01,1.310735702514648438e+00,-6.524612754583358765e-02,-1.987986862659454346e-01,1.499533891677856445e+00,1.497660875320434570e-01,4.371947050094604492e-01,1.193934202194213867e+00,1.713837385177612305e-01,-1.223894655704498291e-01,1.737358212471008301e+00,2.141141146421432495e-01,4.195874631404876709e-01,1.135056614875793457e+00,2.418294250965118408e-01,4.455745220184326172e-04,2.122611045837402344e+00,3.971477150917053223e-01
